id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,,teamName
2781111311,397,1,2,48,49,4ku8o6uf87yd8iecdalipo6wd,0,96.7,73,5542123751,213,4.38,5542123747,141,53.2,5542123749,212,14.2,5542123745,140,92.3,5542123739,2,,5542123743,56,Center,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781111323,574,12,2,48,50,agh9ifb2mw3ivjusgedj7c3fe,1,6.2,50.6,5542123805,212,24.9,5542123803,141,15.9,5542123799,56,Back,5542123847,167,,5542123807,213,4.39,5542123801,140,0,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781111321,398,6,2,48,51,4ku8o6uf87yd8iecdalipo6wd,1,97.9,72.5,5542123833,56,Center,5542123879,233,575,5542123837,73,,,,,,,,,,,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781111325,575,6,2,48,51,agh9ifb2mw3ivjusgedj7c3fe,0,2.1,27.5,5542123871,56,Back,5542123883,233,398,5542123873,73,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781111531,399,1,2,49,25,4ku8o6uf87yd8iecdalipo6wd,0,99.5,99.5,5542125035,223,,5542125047,1,,5542125099,233,576,5542125043,212,37,5542125031,6,,5542125029,2,,5542125033,155,,5542125045,213,4.6,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,5542125037,56,Center,5542125041,141,5542125039,140,95.5,,,,,,,,,45.5,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781111541,576,11,2,49,28,agh9ifb2mw3ivjusgedj7c3fe,1,3.9,51.9,5542125095,56,Back,5542125097,88,,5542125117,233,399,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781111665,577,1,2,49,36,agh9ifb2mw3ivjusgedj7c3fe,1,12.5,51,5542125765,140,21.1,5542125763,56,Back,5542125771,213,1.24,5542125761,123,,5542125767,141,89.7,5542125769,212,27.8,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781111703,578,1,2,49,42,agh9ifb2mw3ivjusgedj7c3fe,1,23.9,88.7,5542125941,140,30,5542125939,56,Back,5542125947,213,5.13,5542125945,212,15.7,5542125943,141,67.6,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781111707,579,1,2,49,47,agh9ifb2mw3ivjusgedj7c3fe,1,36.9,58.5,5542125989,212,8.9,5542125987,141,68.8,5542125983,56,Back,5542125991,213,0.9,5542125985,140,42.2,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781111747,580,1,2,49,48,agh9ifb2mw3ivjusgedj7c3fe,1,42.2,68.8,5542126205,213,3.53,5542126203,212,8.5,5542126199,140,34.7,5542126197,56,Back,5542126201,141,64,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781111757,581,1,2,49,51,agh9ifb2mw3ivjusgedj7c3fe,1,34.7,63.4,5542126289,212,12.1,5542126287,141,79.4,5542126285,140,39.8,5542126291,213,1.11,5542126283,56,Back,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781111783,582,1,2,49,55,agh9ifb2mw3ivjusgedj7c3fe,1,45.9,84.4,5542126431,213,0.04,5542126423,140,54.9,5542126425,141,85,5542126429,212,9.5,5542126421,56,Left,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781111795,583,1,2,49,57,agh9ifb2mw3ivjusgedj7c3fe,1,59.6,87.8,5542126505,140,64.1,5542126503,56,Left,5542126511,213,0.8,5542126509,212,6.8,5542126507,141,95,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781111813,584,1,2,49,59,agh9ifb2mw3ivjusgedj7c3fe,0,64.1,95,5542126599,212,17.9,5542126601,213,5.69,5542126597,141,80.3,5542126593,56,Left,5542126595,140,78.2,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781111831,400,8,2,50,1,4ku8o6uf87yd8iecdalipo6wd,1,18.1,17.8,5542126639,56,Back,,,,,,,,,,,,,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781111835,585,61,2,50,3,agh9ifb2mw3ivjusgedj7c3fe,1,85.2,74.5,5542126641,56,Center,,,,,,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781111853,401,12,2,50,3,4ku8o6uf87yd8iecdalipo6wd,1,11.2,32.6,5542126727,212,12.1,5542126721,56,Back,5542126731,213,5.99,5542126723,140,22.2,5542126725,141,27.4,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781111851,586,1,2,50,4,agh9ifb2mw3ivjusgedj7c3fe,1,74.7,76.9,5542126711,141,67.9,5542126713,212,15.7,5542126707,56,Center,5542126715,213,5.88,5542126709,140,88.5,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781111861,402,83,2,50,5,4ku8o6uf87yd8iecdalipo6wd,0,12.9,35.1,5542132249,399,2szgrzcosfeifh664tgt3mfvt,,,,,,,,,,,,,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781111867,587,1,2,50,6,agh9ifb2mw3ivjusgedj7c3fe,1,87.8,68.7,5542126833,212,10.3,5542126835,213,0.48,5542126829,140,96.5,5542126827,56,Center,5542126831,141,75.7,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781111881,588,1,2,50,8,agh9ifb2mw3ivjusgedj7c3fe,0,96.5,75.6,5542126921,56,Right,5542126929,213,4.49,5542126917,2,,5542126927,212,53.7,5542126925,141,0,5542126919,155,,5542126923,140,85,5542126931,1,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781111899,403,5,2,50,11,4ku8o6uf87yd8iecdalipo6wd,1,15.4,101.2,5542127027,347,,5542127059,233,589,5542127025,56,Back,,,,,,,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781111887,589,5,2,50,11,agh9ifb2mw3ivjusgedj7c3fe,0,84.6,-1.2,5542127069,233,403,5542126959,56,Right,5542126961,347,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781112043,404,1,2,50,32,4ku8o6uf87yd8iecdalipo6wd,1,16.8,100,5542127741,107,,5542127751,213,3.94,5542127749,212,7.8,5542127745,140,11.6,5542127743,56,Back,5542127939,189,,5542127747,141,93.2,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112045,405,61,2,50,33,4ku8o6uf87yd8iecdalipo6wd,1,11.2,92.3,5542127755,56,Back,5542128079,189,,,,,,,,,,,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112031,590,61,2,50,35,agh9ifb2mw3ivjusgedj7c3fe,1,78.4,7.1,5542127721,189,,5542127659,56,Right,,,,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781112061,406,5,2,50,36,4ku8o6uf87yd8iecdalipo6wd,1,20.6,101.8,5542127811,233,591,5542127799,56,Back,5542127801,347,,,,,,,,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112037,591,5,2,50,36,agh9ifb2mw3ivjusgedj7c3fe,0,79.4,-1.8,5542127701,347,,5542127827,233,406,5542127699,56,Right,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781112137,407,1,2,50,48,4ku8o6uf87yd8iecdalipo6wd,1,17.6,100,5542128139,140,30.3,5542128143,212,15.1,5542128137,56,Back,5542128145,213,5.79,5542128141,141,91,5542128135,107,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112149,408,1,2,50,50,4ku8o6uf87yd8iecdalipo6wd,1,30.9,88.9,5542128209,141,68.9,5542128211,212,18,5542128207,140,19.6,5542128213,213,4,5542128203,155,,5542128205,56,Back,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112157,409,1,2,50,51,4ku8o6uf87yd8iecdalipo6wd,0,19.6,68.9,5542128227,141,69.5,5542128229,212,13.7,5542128221,155,,5542128231,213,0.03,5542128223,56,Back,5542128225,140,32.6,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112163,592,49,2,50,51,agh9ifb2mw3ivjusgedj7c3fe,1,65.5,32.2,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781112181,593,1,2,50,52,agh9ifb2mw3ivjusgedj7c3fe,1,66.8,33,5542128359,212,9.9,5542128357,141,32.1,5542128361,213,6.22,5542128353,56,Center,5542128355,140,76.2,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781112187,594,1,2,50,53,agh9ifb2mw3ivjusgedj7c3fe,0,74.3,30.4,5542128383,140,75.3,5542128443,233,410,5542128385,141,30.4,5542128387,212,1.1,5542128447,286,,5542128441,236,,5542128389,213,0,5542128381,56,Center,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781112199,410,74,2,50,53,4ku8o6uf87yd8iecdalipo6wd,1,27.6,72.4,5542128465,233,594,5542128423,285,,5542128421,56,Back,,,,,,,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112213,595,1,2,50,56,agh9ifb2mw3ivjusgedj7c3fe,0,86,25.5,5542128495,141,36.4,5542128489,155,,5542128493,140,87.7,5542128497,212,7.6,5542128487,2,,5542128491,56,Center,5542128499,213,1.33,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781112229,411,12,2,50,57,4ku8o6uf87yd8iecdalipo6wd,1,8.4,63.2,5542128587,140,11.7,5542128589,141,73,5542128593,213,1.09,5542128591,212,7.5,5542128585,56,Back,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112239,412,1,2,50,59,4ku8o6uf87yd8iecdalipo6wd,1,11.3,75.3,5542128637,141,71.8,5542128633,56,Back,5542128635,140,18.2,5542128639,212,7.6,5542128641,213,5.97,,,,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112247,413,49,2,51,0,4ku8o6uf87yd8iecdalipo6wd,1,18.8,71.8,,,,,,,,,,,,,,,,,,,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112271,414,1,2,51,1,4ku8o6uf87yd8iecdalipo6wd,1,19.9,70.6,5542128769,212,13,5542128767,141,52.5,5542128771,213,5.03,5542128763,56,Back,5542128765,140,23.8,,,,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112301,415,1,2,51,3,4ku8o6uf87yd8iecdalipo6wd,1,27,45.2,5542128903,213,5.37,5542128895,56,Back,5542128899,141,16,5542128901,212,25.1,5542128897,140,41.7,,,,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112333,416,1,2,51,6,4ku8o6uf87yd8iecdalipo6wd,1,42.9,13.8,5542129029,140,38.4,5542129027,56,Back,5542129035,213,1.97,5542129033,212,12.1,5542129031,141,30.2,,,,,,,,,,5es43b4a7fv0lkmp63dj439ey,G. Simeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112347,417,1,2,51,9,4ku8o6uf87yd8iecdalipo6wd,1,37.9,31.1,5542129157,141,36.8,5542129159,212,4.9,5542129161,213,2.24,5542129153,56,Back,5542129155,140,35,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112357,418,1,2,51,11,4ku8o6uf87yd8iecdalipo6wd,1,33.1,34.7,5542129211,140,42.3,5542129209,56,Back,5542129217,213,5.16,5542129213,141,5.2,5542129215,212,22.3,,,,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112377,419,1,2,51,13,4ku8o6uf87yd8iecdalipo6wd,1,42.4,5.2,5542129261,212,17.7,5542129259,141,3.7,5542129257,140,59.2,5542129255,56,Right,5542129263,213,6.23,,,,,,,,,,5es43b4a7fv0lkmp63dj439ey,G. Simeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112395,420,1,2,51,16,4ku8o6uf87yd8iecdalipo6wd,1,61.4,3.9,5542129369,141,41,5542129371,212,32.5,5542129367,140,80.9,5542129375,1,,5542130867,154,,5542129373,213,0.89,5542129365,56,Center,5542130865,210,15,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112401,421,15,2,51,19,4ku8o6uf87yd8iecdalipo6wd,1,84.3,47.9,5542130887,55,420,5542130883,29,,5542130891,102,52.2,5542130381,72,,5542130903,233,596,5542130895,214,,5542129401,17,,5542129403,56,Center,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,5542130899,147,49.1,5542130885,154,5542129399,22,,5542130893,103,5542130881,76,,5542130897,146,,,2.5,,,,,,,,,92.5,,,,,,,,,,,,Atletico Madrid
2781112397,596,10,2,51,19,agh9ifb2mw3ivjusgedj7c3fe,1,8.5,49.5,5542129385,56,Back,5542129383,182,,5542130909,233,421,5542130117,174,,5542130119,179,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781112439,422,1,2,51,23,4ku8o6uf87yd8iecdalipo6wd,0,87,52.6,5542129535,141,47.4,5542129533,140,88.9,5542129531,56,Center,5542129539,213,5.23,5542129537,212,4.1,,,,,,,,,,c83h08n0vnjvfgglyefy03h0p,C. Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112447,597,8,2,51,25,agh9ifb2mw3ivjusgedj7c3fe,1,11.9,56.7,5542129569,56,Back,,,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781112457,598,49,2,51,25,agh9ifb2mw3ivjusgedj7c3fe,1,13.8,58.2,,,,,,,,,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781112479,599,1,2,51,26,agh9ifb2mw3ivjusgedj7c3fe,1,13.9,59,5542129727,212,20.4,5542129729,213,1.5,5542129721,56,Back,5542129723,140,15.2,5542129725,141,89,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781112483,600,4,2,51,29,agh9ifb2mw3ivjusgedj7c3fe,1,16.3,91,5542129843,233,423,5542129783,265,,5542129777,13,,5542129785,285,,5542129779,56,Back,5542129781,152,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781112501,423,4,2,51,29,4ku8o6uf87yd8iecdalipo6wd,0,83.7,9,5542129841,286,,5542129839,265,,5542129835,56,Right,5542129833,13,,5542129837,152,,5542129863,233,600,,,,,,,5es43b4a7fv0lkmp63dj439ey,G. Simeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112757,601,1,2,52,0,agh9ifb2mw3ivjusgedj7c3fe,1,14,84.1,5542131331,213,5.38,5542131323,56,Back,5542131319,5,,5542131807,189,,5542131325,140,30.1,5542131327,141,52.4,5542131329,212,27.4,5542131321,152,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781112789,602,1,2,52,6,agh9ifb2mw3ivjusgedj7c3fe,1,32.5,44.8,5542131511,213,5.42,5542131501,56,Back,5542131509,212,20.3,5542131505,140,45,5542131507,141,22.1,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781112829,603,1,2,52,10,agh9ifb2mw3ivjusgedj7c3fe,0,53.3,19.7,5542131727,141,74.7,5542131729,212,63,5542131721,155,,5542131733,1,,5542131723,56,Center,5542131731,213,0.64,5542131725,140,100,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781112913,424,5,2,52,13,4ku8o6uf87yd8iecdalipo6wd,1,-1.6,23.4,5542132135,56,Back,5542132141,233,604,5542132137,346,,,,,,,,,,,,,,,,,5es43b4a7fv0lkmp63dj439ey,G. Simeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112847,604,5,2,52,13,agh9ifb2mw3ivjusgedj7c3fe,0,101.6,76.6,5542131805,346,,5542131803,56,Center,5542132149,233,424,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781112941,425,1,2,52,28,4ku8o6uf87yd8iecdalipo6wd,1,4.7,41.8,5542132291,56,Back,5542132299,213,4.74,5542132563,189,,5542132297,212,10.7,5542132295,141,26.1,5542132289,124,,5542132303,237,,5542132293,140,5,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112951,426,1,2,52,30,4ku8o6uf87yd8iecdalipo6wd,1,5,26.1,5542132351,213,4.88,5542132349,212,11.9,5542132345,140,6.9,5542132343,56,Back,5542132629,189,,5542132347,141,8.9,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112959,427,1,2,52,32,4ku8o6uf87yd8iecdalipo6wd,1,7,8.6,5542132397,212,37.3,5542132393,140,41.8,5542132401,1,,5542132389,155,,5542132395,141,19.4,5542132399,213,0.2,5542132391,56,Back,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112967,428,1,2,52,35,4ku8o6uf87yd8iecdalipo6wd,0,42.5,19.3,5542132463,56,Right,5542132471,213,5.68,5542132465,140,50.7,5542132469,212,10.5,5542132467,141,10.5,,,,,,,,,,5es43b4a7fv0lkmp63dj439ey,G. Simeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781112965,605,49,2,52,37,agh9ifb2mw3ivjusgedj7c3fe,1,51.6,93.5,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781113025,606,50,2,52,47,agh9ifb2mw3ivjusgedj7c3fe,1,81.5,77.3,5542132843,286,,5542151259,233,533,5542132841,56,Center,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781116457,533,7,2,52,47,4ku8o6uf87yd8iecdalipo6wd,1,18.5,22.7,5542150793,285,,5542151247,233,606,5542150791,56,Back,,,,,,,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781113045,429,1,2,52,47,4ku8o6uf87yd8iecdalipo6wd,0,18.3,30.2,5542132915,140,31.7,5542132913,56,Back,5542132921,213,0.57,5542132917,141,43.6,5542132919,212,16.8,,,,,,,,,,5es43b4a7fv0lkmp63dj439ey,G. Simeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781113053,607,1,2,52,48,agh9ifb2mw3ivjusgedj7c3fe,1,69,63.6,5542132943,141,44.8,5542132945,212,14.2,5542132947,213,4.26,5542132939,56,Center,5542132941,140,63.1,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781113081,608,1,2,52,49,agh9ifb2mw3ivjusgedj7c3fe,1,63.1,44.8,5542133131,212,25.6,5542133125,56,Back,5542133129,141,72.3,5542133127,140,46.5,5542133133,213,2.32,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781113093,609,1,2,52,53,agh9ifb2mw3ivjusgedj7c3fe,1,51.5,74.4,5542133217,213,0.22,5542133205,56,Center,5542133215,212,9,5542133213,141,77.3,5542133209,140,59.9,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781113113,610,1,2,52,56,agh9ifb2mw3ivjusgedj7c3fe,1,66.7,82.6,5542133309,140,77.8,5542133315,213,0.66,5542133307,56,Left,5542133313,212,14.8,5542133311,141,96,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781113123,611,1,2,52,59,agh9ifb2mw3ivjusgedj7c3fe,1,77.6,95.9,5542133351,213,4.71,5542133347,141,67.9,5542133349,212,19,5542133345,140,77.6,5542133343,56,Center,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781113127,612,3,2,53,1,agh9ifb2mw3ivjusgedj7c3fe,0,79.8,67.6,5542133515,233,430,5542133365,286,,5542133363,56,Center,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781113147,430,7,2,53,1,4ku8o6uf87yd8iecdalipo6wd,0,20.2,32.4,5542133491,285,,5542133503,233,612,5542133489,56,Back,,,,,,,,,,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
