id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,keyPass,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/11/value,,teamName
2772991103,667,44,2,53,50,agh9ifb2mw3ivjusgedj7c3fe,1,30.6,66.9,5497852107,285,,5497852189,233,330,5497852105,56,Back,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991113,330,44,2,53,50,ba5e91hjacvma2sjvixn00pjo,0,69.4,33.1,5497852193,233,667,5497852163,286,,5497852161,56,Center,,,,,,,,,,,,,,,,66fshzi5f86wt1lwa4kdhiooa,Fran Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772991107,668,1,2,53,51,agh9ifb2mw3ivjusgedj7c3fe,1,29.2,65.2,5497852119,140,33.6,5497852117,56,Back,5497852123,212,5.4,5497852121,141,69.4,5497852115,3,,5497852125,213,0.55,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991115,669,1,2,53,51,agh9ifb2mw3ivjusgedj7c3fe,1,33.6,69.4,5497852167,140,34.3,5497852169,141,60.8,5497852173,213,4.84,5497852165,56,Back,5497852171,212,5.9,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991117,670,49,2,53,52,agh9ifb2mw3ivjusgedj7c3fe,1,34.3,60.8,,,,,,,,,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991127,671,1,2,53,53,agh9ifb2mw3ivjusgedj7c3fe,1,34.3,60.8,5497852223,212,12.8,5497852221,141,78.2,5497852225,213,1.18,5497852217,56,Back,5497852219,140,39,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991139,672,1,2,53,54,agh9ifb2mw3ivjusgedj7c3fe,1,39,78.2,5497852273,212,6.9,5497852269,140,40,5497852275,213,4.87,5497852265,155,,5497852271,141,68.2,5497852267,56,Back,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991141,673,1,2,53,55,agh9ifb2mw3ivjusgedj7c3fe,0,40.7,68.8,5497852287,141,66.7,5497852355,236,,5497852361,286,,5497852283,56,Back,5497852285,140,42.2,5497852291,213,5.55,5497891003,233,331,5497852289,212,2.1,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991151,331,74,2,53,55,ba5e91hjacvma2sjvixn00pjo,1,58.9,36.2,5497891007,233,673,5497852349,56,Center,5497852351,285,,,,,,,,,,,,,,,,,eg2jk0f0l2l1gurwwn2au6nyt,Sergi Canós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772991149,674,61,2,53,57,agh9ifb2mw3ivjusgedj7c3fe,0,55.5,66.1,5497852341,56,Center,,,,,,,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991161,332,1,2,54,0,ba5e91hjacvma2sjvixn00pjo,0,42.4,36.7,5497852407,212,34.1,5497852401,56,Center,5497852405,141,60.6,5497852403,140,71,5497852411,1,,5497852399,157,,5497852409,213,0.5,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772991171,675,1,2,54,3,agh9ifb2mw3ivjusgedj7c3fe,1,27.7,37.1,5497852547,212,24.4,5497852545,141,15.5,5497852541,56,Back,5497852543,140,46.2,5497852549,213,5.64,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczesny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991179,676,1,2,54,7,agh9ifb2mw3ivjusgedj7c3fe,1,63.8,20.1,5497852607,213,2.13,5497852599,56,Center,5497852603,141,30.4,5497852605,212,8.3,5497852601,140,59.6,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991187,677,1,2,54,9,agh9ifb2mw3ivjusgedj7c3fe,1,59.2,30.4,5497852629,140,69.7,5497852633,212,13.9,5497852631,141,18,5497852635,213,5.63,5497852627,56,Right,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991195,678,1,2,54,11,agh9ifb2mw3ivjusgedj7c3fe,1,69.7,18,5497852687,213,3.1,5497852685,212,9,5497852681,140,61.1,5497852683,141,18.5,5497852679,56,Right,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991199,679,1,2,54,12,agh9ifb2mw3ivjusgedj7c3fe,1,61.1,18.5,5497852709,141,5.2,5497852713,213,5.35,5497852711,212,11.3,5497852705,56,Right,5497852707,140,67.5,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991205,680,1,2,54,13,agh9ifb2mw3ivjusgedj7c3fe,1,67.5,5.2,5497852747,212,8.9,5497852741,56,Right,5497852745,141,15.2,5497852749,213,2.27,5497852743,140,62,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991207,681,1,2,54,15,agh9ifb2mw3ivjusgedj7c3fe,1,62,15.2,5497852757,140,65.9,5497852761,212,7.2,5497852755,56,Center,5497852763,213,0.97,5497852759,141,23.9,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991217,682,1,2,54,16,agh9ifb2mw3ivjusgedj7c3fe,1,65.9,23.9,5497852823,141,9.5,5497852821,140,61.2,5497852825,212,11,5497852827,213,4.25,5497852819,56,Right,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991231,683,1,2,54,18,agh9ifb2mw3ivjusgedj7c3fe,1,59.4,10.7,5497852895,140,63.3,5497852893,56,Center,5497852899,212,13,5497852901,213,1.25,5497852897,141,28.8,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991235,684,1,2,54,21,agh9ifb2mw3ivjusgedj7c3fe,1,62.7,24.6,5497852939,213,5.17,5497852937,212,13.5,5497852933,140,68.4,5497852931,56,Right,5497852935,141,6.8,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991241,685,1,2,54,23,agh9ifb2mw3ivjusgedj7c3fe,1,68.4,6.8,5497852969,140,57.4,5497852973,212,11.6,5497852971,141,6.5,5497852975,213,3.16,5497852979,156,,5497852967,56,Right,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991255,686,1,2,54,25,agh9ifb2mw3ivjusgedj7c3fe,1,57.4,6.5,5497853053,212,21.1,5497853051,141,28.5,5497853055,213,2.35,5497853049,140,43.2,5497853047,56,Back,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991257,687,1,2,54,29,agh9ifb2mw3ivjusgedj7c3fe,1,43.2,28.5,5497853063,56,Center,5497853069,212,13.9,5497853065,140,53.7,5497853071,213,0.66,5497853067,141,41,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991267,688,1,2,54,29,agh9ifb2mw3ivjusgedj7c3fe,1,53.7,41,5497853127,140,38.3,5497853131,212,16.2,5497853125,56,Back,5497853133,213,3.12,5497853129,141,41.5,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991275,689,1,2,54,31,agh9ifb2mw3ivjusgedj7c3fe,1,38.4,41,5497853177,212,12.9,5497853175,141,27.4,5497853171,56,Back,5497853179,213,5.49,5497853173,140,47,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991277,690,1,2,54,33,agh9ifb2mw3ivjusgedj7c3fe,1,46,26.4,5497853183,56,Back,5497853185,140,43.7,5497853187,141,16.5,5497853189,212,7.2,5497853191,213,4.37,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991291,691,1,2,54,35,agh9ifb2mw3ivjusgedj7c3fe,1,44.5,15.9,5497853239,56,Right,5497853243,141,4,5497853245,212,23,5497853241,140,65,5497853247,213,5.92,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991289,333,83,2,54,40,ba5e91hjacvma2sjvixn00pjo,0,30.2,81.9,5497853285,399,ezviixcyaaj162saxs2yl27s9,,,,,,,,,,,,,,,,,,,,,,eg2jk0f0l2l1gurwwn2au6nyt,Sergi Canós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772991295,692,1,2,54,40,agh9ifb2mw3ivjusgedj7c3fe,1,71.7,10,5497853271,213,4.78,5497853265,140,71.9,5497853269,212,3,5497853263,56,Right,5497853267,141,5.6,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991297,693,1,2,54,41,agh9ifb2mw3ivjusgedj7c3fe,0,71.9,5.6,5497853277,140,74.9,5497853283,213,0.11,5497853281,212,3.2,5497853303,233,334,5497853275,56,Right,5497853307,286,,5497853299,236,,5497853279,141,6.1,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991301,334,74,2,54,41,ba5e91hjacvma2sjvixn00pjo,1,26.7,94.8,5497853325,233,693,5497853295,285,,5497853293,56,Back,,,,,,,,,,,,,,,,d6kzekcwqw0q8fq6wt6rmyusq,Jesús Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772991305,335,5,2,54,42,ba5e91hjacvma2sjvixn00pjo,0,30.4,101.6,5497853311,347,,5497853339,233,694,5497853309,56,Back,,,,,,,,,,,,,,,,d6kzekcwqw0q8fq6wt6rmyusq,Jesús Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772991309,694,5,2,54,42,agh9ifb2mw3ivjusgedj7c3fe,1,69.6,-1.6,5497853333,233,335,5497853329,56,Right,5497853331,347,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991329,695,1,2,54,45,agh9ifb2mw3ivjusgedj7c3fe,1,69.8,0,5497853449,212,9.5,5497853451,213,2.18,5497853443,56,Right,5497853441,107,,5497853445,140,64.6,5497853447,141,9.4,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991333,696,1,2,54,47,agh9ifb2mw3ivjusgedj7c3fe,1,65.2,8.6,5497853477,213,0.98,5497853471,140,68.7,5497853475,212,6.6,5497853469,56,Right,5497853473,141,16.7,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991337,697,1,2,54,49,agh9ifb2mw3ivjusgedj7c3fe,1,68.7,16.7,5497853517,140,54.4,5497853523,213,2.77,5497853515,56,Center,5497853521,212,16.1,5497853519,141,25.3,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991345,698,1,2,54,52,agh9ifb2mw3ivjusgedj7c3fe,1,53.5,28.3,5497853567,56,Back,5497853573,212,26.5,5497853569,140,43.3,5497853575,213,1.99,5497853571,141,63.9,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991349,699,1,2,54,54,agh9ifb2mw3ivjusgedj7c3fe,1,43.6,65.2,5497853597,212,17.4,5497853591,56,Center,5497853595,141,69.3,5497853593,140,60,5497853599,213,0.16,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991357,700,1,2,54,56,agh9ifb2mw3ivjusgedj7c3fe,1,60,69.3,5497853643,56,Center,5497853645,140,56.4,5497853647,141,55.5,5497853649,212,10.1,5497853651,213,4.33,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991365,701,1,2,54,58,agh9ifb2mw3ivjusgedj7c3fe,0,56.9,56,5497853705,141,30.6,5497853701,56,Center,5497853703,140,80.1,5497853699,155,,5497853707,212,29.9,5497853709,213,5.67,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991373,336,12,2,55,1,ba5e91hjacvma2sjvixn00pjo,1,19.2,62.3,5497853747,15,,5497853745,213,0.16,5497853741,141,64.4,5497853743,212,8.7,5497853739,140,27.4,5497853737,56,Back,,,,,,,cmdeqxibr6holfqg17ap9uihg,Yarek Gąsiorowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772991381,702,1,2,55,3,agh9ifb2mw3ivjusgedj7c3fe,1,76,34.8,5497853787,212,6.7,5497853785,141,43,5497853781,56,Center,5497853789,213,0.98,5497853783,140,79.6,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991385,703,1,2,55,4,agh9ifb2mw3ivjusgedj7c3fe,0,79.6,43,5497853799,140,89.8,5497853803,212,14.5,5497853801,141,57.3,5497853797,56,Center,5497853805,213,0.74,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991393,337,49,2,55,5,ba5e91hjacvma2sjvixn00pjo,1,15.9,40.6,,,,,,,,,,,,,,,,,,,,,,,,,6o76owze8y78ue9sb49g8kyz8,Cristhian Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772991407,338,1,2,55,6,ba5e91hjacvma2sjvixn00pjo,1,15.2,40,5497853957,56,Back,5497853963,212,13.9,5497853961,141,19.6,5497853965,213,4.74,5497853959,140,15.6,,,,,,,,,,6o76owze8y78ue9sb49g8kyz8,Cristhian Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772991415,339,1,2,55,12,ba5e91hjacvma2sjvixn00pjo,1,29.4,48.4,5497854019,56,Back,5497854027,213,2.06,5497854023,141,70.2,5497854021,140,21.9,5497854025,212,16.8,,,,,,,,,,70ursnnskhuf7zkltyrudquax,M. Aarons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772991423,340,1,2,55,15,ba5e91hjacvma2sjvixn00pjo,1,22.9,71.4,5497854077,212,19.8,5497854071,56,Back,5497854075,141,69.2,5497854079,213,6.21,5497854073,140,41.7,,,,,,,,,,cmdeqxibr6holfqg17ap9uihg,Yarek Gąsiorowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772991439,341,1,2,55,18,ba5e91hjacvma2sjvixn00pjo,1,45.6,69.3,5497854189,213,0.73,5497854183,140,64.1,5497854185,141,95.1,5497854181,56,Left,5497854187,212,26.2,,,,,,,,,,70ursnnskhuf7zkltyrudquax,M. Aarons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772991441,342,1,2,55,24,ba5e91hjacvma2sjvixn00pjo,1,60.3,76.1,5497854199,212,12.4,5497854201,213,3.38,5497854193,56,Back,5497854195,140,48.8,5497854197,141,71.7,,,,,,,,,,d6kzekcwqw0q8fq6wt6rmyusq,Jesús Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772991449,343,1,2,55,25,ba5e91hjacvma2sjvixn00pjo,1,48.8,71.7,5497854247,212,11,5497854249,213,2.29,5497854243,140,41.9,5497854241,56,Back,5497854245,141,83.9,,,,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772991461,344,1,2,55,27,ba5e91hjacvma2sjvixn00pjo,1,41.9,83.9,5497854323,213,4.16,5497854313,140,32.4,5497854319,212,19.1,5497854315,141,60,5497854311,56,Back,,,,,,,,,,cmdeqxibr6holfqg17ap9uihg,Yarek Gąsiorowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772991469,345,1,2,55,31,ba5e91hjacvma2sjvixn00pjo,0,30,52.7,5497854371,56,Right,5497854391,1,,5497854387,213,5.56,5497854373,140,57.5,5497854383,212,38.4,5497854377,141,15.5,,,,,,,eucssbf7wamb41y1gixfodivp,M. Diakhaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772991481,704,1,2,55,33,agh9ifb2mw3ivjusgedj7c3fe,0,41.8,84.5,5497854453,140,58.5,5497854459,213,5.9,5497854451,56,Center,5497854455,141,74.1,5497854457,212,18.9,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991499,346,1,2,55,36,ba5e91hjacvma2sjvixn00pjo,1,35.4,35.3,5497854543,141,8.3,5497854539,56,Back,5497854541,140,39.7,5497854545,212,18.9,5497854547,213,4.95,,,,,,,,,,3702btkgwxf6tq92ouekd7ro5,Pepelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772991501,347,50,2,55,38,ba5e91hjacvma2sjvixn00pjo,1,38.4,12,5497854553,286,,5497854551,56,Back,5497854595,233,705,,,,,,,,,,,,,,,,66fshzi5f86wt1lwa4kdhiooa,Fran Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772991505,705,7,2,55,38,agh9ifb2mw3ivjusgedj7c3fe,1,61.6,88,5497854569,285,,5497854587,233,347,5497854567,56,Left,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991509,706,49,2,55,39,agh9ifb2mw3ivjusgedj7c3fe,1,61.6,83.8,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991517,707,1,2,55,39,agh9ifb2mw3ivjusgedj7c3fe,1,61.6,83.8,5497854635,213,0.65,5497854631,141,95.6,5497854633,212,13.3,5497854629,140,71.7,5497854627,56,Left,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991525,708,1,2,55,43,agh9ifb2mw3ivjusgedj7c3fe,1,64.4,92.9,5497854677,141,67,5497854683,213,4.42,5497854681,212,18.4,5497854671,56,Center,5497854673,140,59.4,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991529,709,1,2,55,44,agh9ifb2mw3ivjusgedj7c3fe,1,59.4,67,5497854703,56,Center,5497854705,140,65,5497854707,141,74.4,5497854709,212,7.7,5497854711,213,0.71,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991533,710,1,2,55,45,agh9ifb2mw3ivjusgedj7c3fe,1,65,74.4,5497854749,56,Center,5497854757,213,3.51,5497854755,212,9.6,5497854751,140,56.5,5497854753,141,69.3,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991537,711,1,2,55,46,agh9ifb2mw3ivjusgedj7c3fe,1,56.5,69.3,5497854767,140,61.1,5497854773,213,1.16,5497854769,141,85.4,5497854765,56,Left,5497854771,212,12,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991543,712,1,2,55,47,agh9ifb2mw3ivjusgedj7c3fe,1,61.1,85.4,5497854817,212,10.7,5497854813,140,56.8,5497854815,141,71.1,5497854811,56,Center,5497854819,213,4.28,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991547,713,1,2,55,52,agh9ifb2mw3ivjusgedj7c3fe,1,58.7,69.1,5497854837,140,64.9,5497854835,56,Center,5497854841,212,6.5,5497854839,141,68.5,5497854843,213,6.22,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991563,714,1,2,55,52,agh9ifb2mw3ivjusgedj7c3fe,1,64.9,68.5,5497854927,213,2.87,5497854923,141,71.7,5497854925,212,8.1,5497854921,140,57.5,5497854919,56,Center,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991571,715,1,2,55,57,agh9ifb2mw3ivjusgedj7c3fe,1,60.7,69.4,5497854959,141,42.2,5497854963,213,4.48,5497854955,56,Center,5497854961,212,19,5497854957,140,56.6,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991577,716,1,2,56,1,agh9ifb2mw3ivjusgedj7c3fe,1,58.1,40.3,5497854997,141,18.6,5497855001,213,5.18,5497854999,212,16.5,5497854993,56,Right,5497854995,140,65.2,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991581,717,1,2,56,3,agh9ifb2mw3ivjusgedj7c3fe,1,64.7,19.1,5497855019,140,71.7,5497855025,213,5.3,5497855021,141,2.8,5497855023,212,13.3,5497855017,56,Right,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991585,718,1,2,56,5,agh9ifb2mw3ivjusgedj7c3fe,1,68.7,5.2,5497855053,213,2.28,5497855047,140,59.1,5497855051,212,15.4,5497855045,56,Center,5497855049,141,22.4,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991597,719,1,2,56,8,agh9ifb2mw3ivjusgedj7c3fe,1,58.6,23.6,5497855115,141,8.3,5497855111,56,Right,5497855113,140,66.3,5497855117,212,13.2,5497855119,213,5.37,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991607,720,1,2,56,11,agh9ifb2mw3ivjusgedj7c3fe,1,64.8,14.1,5497855165,56,Center,5497855171,212,10.5,5497855173,213,1.42,5497855169,141,29.4,5497855167,140,66.3,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991619,721,1,2,56,15,agh9ifb2mw3ivjusgedj7c3fe,1,67.2,32.5,5497855245,212,11.2,5497855241,140,68.6,5497855239,56,Right,5497855243,141,16.2,5497855247,213,4.84,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772991625,722,1,2,56,17,agh9ifb2mw3ivjusgedj7c3fe,1,68.6,16.2,5497855283,141,36.1,5497855285,212,17.3,5497855281,140,78.8,5497855287,213,0.9,5497855279,56,Center,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
