id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,teamName
2806658325,589,1,2,54,28,agh9ifb2mw3ivjusgedj7c3fe,1,4.4,43,2025-04-26T21:17:49.129Z,2025-04-26T21:17:50Z,5682443337,140,10.7,5682443347,237,,5682443341,212,16,5682443339,141,64.5,5682443335,56,Back,5682443333,124,,5682443343,213,1.15,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806658375,590,1,2,54,29,agh9ifb2mw3ivjusgedj7c3fe,1,11.6,67.5,2025-04-26T21:17:50.185Z,2025-04-26T21:17:53Z,5682443593,213,1.26,5682443587,140,15.6,5682443589,141,86.8,5682443585,56,Back,5682443591,212,13.8,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806658403,591,1,2,54,32,agh9ifb2mw3ivjusgedj7c3fe,1,14.8,85.9,2025-04-26T21:17:53.194Z,2025-04-26T21:17:55Z,5682443743,141,53.6,5682443745,212,34.9,5682443739,56,Back,5682443747,213,5.6,5682443741,140,40.6,5682443749,1,,5682443737,155,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806658417,592,1,2,54,35,agh9ifb2mw3ivjusgedj7c3fe,1,37.5,47.6,2025-04-26T21:17:55.769Z,2025-04-26T21:17:57Z,5682443801,212,7.5,5682443795,56,Back,5682443799,141,36.9,5682443803,213,4.95,5682443797,140,39.2,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806658459,593,1,2,54,36,agh9ifb2mw3ivjusgedj7c3fe,1,39.6,37,2025-04-26T21:17:57.049Z,2025-04-26T21:18:01Z,5682444027,56,Center,5682444031,141,49.9,5682444029,140,62.6,5682444035,213,0.35,5682444033,212,25.7,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806658513,594,1,2,54,40,agh9ifb2mw3ivjusgedj7c3fe,1,69.9,47.3,2025-04-26T21:18:01.226Z,2025-04-26T21:18:29Z,5682444315,212,14.8,5682444313,141,62,5682444307,56,Center,5682444317,213,0.74,5682445903,210,13,5682445905,154,,5682444309,140,80.3,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806658523,595,13,2,54,44,agh9ifb2mw3ivjusgedj7c3fe,1,84.9,61.8,2025-04-26T21:18:04.313Z,2025-04-26T21:18:29Z,5682444361,17,,5682445927,231,51.8,5682444363,56,Center,5682445917,55,594,5682445923,103,11.1,5682445925,230,96.8,5682444603,72,,5682445911,75,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,5682444359,22,5682445913,29,,5682445915,154,,,5682445921,102,34.6,,,,,,,,,,,,,,,,,Barcelona
2806658539,437,5,2,54,44,3kq9cckrnlogidldtdie2fkbl,1,-1,68.2,2025-04-26T21:18:04.624Z,2025-04-26T21:18:09Z,5682444461,233,596,5682444457,346,,5682444455,56,Back,,,,,,,,,,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806658535,596,5,2,54,44,agh9ifb2mw3ivjusgedj7c3fe,0,101,31.8,2025-04-26T21:18:04.624Z,2025-04-26T21:38:55Z,5682444447,346,,5682444445,56,Center,5682444475,233,437,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806658881,439,1,2,55,12,3kq9cckrnlogidldtdie2fkbl,1,5,50.2,2025-04-26T21:18:32.961Z,2025-04-26T21:18:35Z,5682446219,124,,5682446227,212,26.6,5682446223,140,9.9,5682446233,237,,5682446225,141,11.8,5682446221,56,Back,5682446229,213,4.91,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806658917,440,1,2,55,14,3kq9cckrnlogidldtdie2fkbl,1,9.9,11.8,2025-04-26T21:18:35.201Z,2025-04-26T21:18:39Z,5682446411,56,Back,5682446419,213,1.77,5682446417,212,14.6,5682446415,141,32.8,5682446413,140,7.2,,,,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806664459,509,43,2,55,14,3kq9cckrnlogidldtdie2fkbl,1,0,0,2025-04-26T21:18:35.226Z,2025-04-26T21:29:04Z,5682475279,141,26.6,5682475283,213,2.07,5682475275,56,Back,5682475281,212,11.1,5682475277,140,6.9,5682478579,144,1,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806658977,441,1,2,55,18,3kq9cckrnlogidldtdie2fkbl,1,29.8,42.4,2025-04-26T21:18:39.089Z,2025-04-26T21:29:55Z,5682446749,140,44,5682446753,212,18.4,5682446755,213,5.66,5682446751,141,26.6,5682446747,56,Back,,,,,,,,,,atj6u4qul0o2ca57etbmes07o,Raúl Asencio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806665731,528,1,2,55,22,3kq9cckrnlogidldtdie2fkbl,1,44.1,26.8,2025-04-26T21:18:43.078Z,2025-04-26T21:30:04Z,5682481677,212,19.4,5682481671,56,Right,5682481679,213,5.41,5682481675,141,4.9,5682481673,140,55.9,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806658993,442,1,2,55,26,3kq9cckrnlogidldtdie2fkbl,1,60.7,8.6,2025-04-26T21:18:46.369Z,2025-04-26T21:30:06Z,5682446835,56,Center,5682446843,213,0.61,5682446837,140,74.8,5682446841,212,18.1,5682446839,141,23.9,,,,,,,,,,39gif4xfy8xddarasbsad56ok,A. Güler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806659039,443,1,2,55,29,3kq9cckrnlogidldtdie2fkbl,1,87,32.2,2025-04-26T21:18:49.377Z,2025-04-26T21:19:05Z,5682447047,56,Center,5682447051,141,53.5,5682447929,210,15,5682447055,213,1.78,5682447053,212,14.8,5682447049,140,84,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806659087,444,3,2,55,30,3kq9cckrnlogidldtdie2fkbl,1,85.5,54.9,2025-04-26T21:18:51.058Z,2025-04-26T22:48:14Z,5682447333,233,597,5682447279,286,,5682447277,56,Center,,,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806659043,597,45,2,55,30,agh9ifb2mw3ivjusgedj7c3fe,0,14.5,45.1,2025-04-26T21:18:51.058Z,2025-04-26T22:48:14Z,5682447069,56,Back,5682447071,285,,5682447369,233,444,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806659311,446,3,2,55,32,3kq9cckrnlogidldtdie2fkbl,1,91.4,59.8,2025-04-26T21:18:52.677Z,2025-04-26T22:48:14Z,5682448347,56,Center,5682449793,233,602,5682448349,286,,,,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806659565,602,45,2,55,32,agh9ifb2mw3ivjusgedj7c3fe,0,8.6,40.2,2025-04-26T21:18:52.677Z,2025-04-26T22:48:14Z,5682449663,56,Back,5682449665,285,,5682449803,233,446,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806659097,445,15,2,55,33,3kq9cckrnlogidldtdie2fkbl,1,91.2,61.4,2025-04-26T21:18:54.257Z,2025-04-26T21:28:11Z,5682447323,17,,5682447949,147,58.3,5682447979,233,598,5682447943,215,,5682447931,78,,5682447935,55,443,5682447939,102,51,5682447321,22,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,5682447325,56,5682447599,20,,5682447945,146,94,Center,5682447933,29,,5682447941,103,2.5,,,,,,,,,,,,,,Real Madrid
2806659107,598,10,2,55,34,agh9ifb2mw3ivjusgedj7c3fe,1,7.2,41,2025-04-26T21:18:54.357Z,2025-04-26T21:19:37Z,5682447385,182,,5682447999,233,445,5682449255,180,,5682447387,56,Back,5682449253,174,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806659345,601,61,2,55,35,agh9ifb2mw3ivjusgedj7c3fe,1,8.1,45.6,2025-04-26T21:18:55.900Z,2025-04-26T21:19:33Z,5682449057,56,Back,,,,,,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806659127,599,61,2,55,37,agh9ifb2mw3ivjusgedj7c3fe,1,11.7,34,2025-04-26T21:18:57.658Z,2025-04-26T21:20:54Z,5682447493,56,Back,,,,,,,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806659149,600,52,2,55,38,agh9ifb2mw3ivjusgedj7c3fe,1,7.8,41.5,2025-04-26T21:18:59.019Z,2025-04-26T21:18:59Z,,,,,,,,,,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806659711,603,61,2,55,42,agh9ifb2mw3ivjusgedj7c3fe,1,8.6,31.3,2025-04-26T21:19:02.345Z,2025-04-26T21:20:28Z,5682450279,56,Back,5682452019,189,,5682450633,238,,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806659725,447,5,2,55,45,3kq9cckrnlogidldtdie2fkbl,1,78.4,101.6,2025-04-26T21:19:05.629Z,2025-04-26T21:38:55Z,5682450339,56,Left,5682450341,347,,5682450393,233,604,,,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806659731,604,5,2,55,45,agh9ifb2mw3ivjusgedj7c3fe,0,21.6,-1.6,2025-04-26T21:19:05.629Z,2025-04-26T21:38:56Z,5682450387,56,Back,5682450403,233,447,5682450389,347,,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806659741,448,1,2,56,39,3kq9cckrnlogidldtdie2fkbl,0,75.7,100,2025-04-26T21:20:00.031Z,2025-04-26T21:20:01Z,5682450449,212,25.7,5682450441,107,,5682450471,238,,5682450453,1,,5682450447,141,69.2,5682450451,213,5.28,5682450445,140,88.9,5682450443,56,Center,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806659763,605,52,2,56,42,agh9ifb2mw3ivjusgedj7c3fe,1,9.3,28,2025-04-26T21:20:02.444Z,2025-04-26T21:20:02Z,,,,,,,,,,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806659881,606,1,2,56,49,agh9ifb2mw3ivjusgedj7c3fe,1,10.2,42.1,2025-04-26T21:20:09.580Z,2025-04-26T21:20:13Z,5682451117,141,17.4,5682451119,212,16.9,5682451111,123,,5682451115,140,12.3,5682451123,213,4.84,5682451113,56,Back,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806659911,607,1,2,56,53,agh9ifb2mw3ivjusgedj7c3fe,0,24.3,11.7,2025-04-26T21:20:13.294Z,2025-04-26T21:20:15Z,5682451307,140,86.8,5682451315,1,,5682451305,56,Center,5682451303,155,,5682451313,213,0.21,5682451311,212,67.1,5682451309,141,32.5,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806659925,449,52,2,56,56,3kq9cckrnlogidldtdie2fkbl,1,12.2,59.3,2025-04-26T21:20:17.220Z,2025-04-26T21:20:17Z,,,,,,,,,,,,,,,,,,,,,,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806659987,450,1,2,56,58,3kq9cckrnlogidldtdie2fkbl,1,13.6,54.5,2025-04-26T21:20:19.252Z,2025-04-26T21:20:21Z,5682451715,140,31.2,5682451713,56,Back,5682451717,141,43.9,5682451721,213,5.91,5682451711,123,,5682451719,212,19.8,,,,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806660047,451,1,2,57,1,3kq9cckrnlogidldtdie2fkbl,1,27.8,44.6,2025-04-26T21:20:21.636Z,2025-04-26T21:20:26Z,5682451991,212,21.9,5682451983,56,Back,5682451993,213,2.34,5682451987,140,13.3,5682451989,141,67.7,,,,,,,,,,diod1hv5hv7v7z7mfleev1txx,L. Modrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806660081,452,1,2,57,6,3kq9cckrnlogidldtdie2fkbl,1,23.6,68.8,2025-04-26T21:20:26.436Z,2025-04-26T21:20:28Z,5682452137,141,70.9,5682452141,213,0.1,5682452139,212,14,5682452135,140,36.9,5682452133,56,Back,,,,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806660099,453,1,2,57,8,3kq9cckrnlogidldtdie2fkbl,1,36.9,70.9,2025-04-26T21:20:28.724Z,2025-04-26T21:20:29Z,5682452221,212,14.2,5682452219,141,89.7,5682452217,140,42.8,5682452223,213,1.12,5682452213,168,,5682452215,56,Back,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806660121,454,1,2,57,10,3kq9cckrnlogidldtdie2fkbl,1,43.4,90.2,2025-04-26T21:20:30.437Z,2025-04-26T21:20:33Z,5682452355,141,83.7,5682452353,140,69.3,5682452357,212,27.6,5682452359,213,6.12,5682452351,56,Left,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806660125,455,3,2,57,12,3kq9cckrnlogidldtdie2fkbl,0,72.6,89.1,2025-04-26T21:20:32.868Z,2025-04-26T21:20:38Z,5682452489,233,608,5682452375,56,Left,5682452377,286,,,,,,,,,,,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806660143,608,7,2,57,12,agh9ifb2mw3ivjusgedj7c3fe,1,27.4,10.9,2025-04-26T21:20:32.869Z,2025-04-26T21:20:37Z,5682452453,233,455,5682452451,285,,5682452449,56,Back,5682452447,167,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806660159,456,5,2,57,13,3kq9cckrnlogidldtdie2fkbl,1,72.4,101.3,2025-04-26T21:20:34.229Z,2025-04-26T21:38:56Z,5682452527,56,Left,5682452529,347,,5682452703,233,609,,,,,,,,,,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806660183,609,5,2,57,13,agh9ifb2mw3ivjusgedj7c3fe,0,27.6,-1.3,2025-04-26T21:20:34.229Z,2025-04-26T21:38:56Z,5682452683,56,Back,5682452685,347,,5682452715,233,456,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806660309,457,1,2,57,28,3kq9cckrnlogidldtdie2fkbl,1,67.8,100,2025-04-26T21:20:48.917Z,2025-04-26T21:20:50Z,5682453291,140,70.8,5682453297,213,5.12,5682453293,141,91.4,5682453287,107,,5682453289,56,Left,5682453295,212,7.9,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806660311,458,1,2,57,29,3kq9cckrnlogidldtdie2fkbl,0,70.8,91.4,2025-04-26T21:20:50.213Z,2025-04-26T21:20:50Z,5682453303,140,77.8,5682453305,141,100,5682453309,213,0.74,5682453301,56,Left,5682453307,212,10,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806660315,459,5,2,57,30,3kq9cckrnlogidldtdie2fkbl,0,77.6,101.1,2025-04-26T21:20:50.694Z,2025-04-26T21:38:57Z,5682453325,347,,5682453503,233,610,5682453323,56,Left,,,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806660347,610,5,2,57,30,agh9ifb2mw3ivjusgedj7c3fe,1,22.4,-1.1,2025-04-26T21:20:50.694Z,2025-04-26T21:38:57Z,5682453475,56,Back,5682453495,233,459,5682453477,347,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806660495,611,1,2,57,45,agh9ifb2mw3ivjusgedj7c3fe,0,22.5,0,2025-04-26T21:21:05.423Z,2025-04-26T21:21:11Z,5682454189,141,5.2,5682454193,213,0.36,5682454187,140,32.9,5682454183,107,,5682454185,56,Back,5682454191,212,11.7,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806660489,460,44,2,57,49,3kq9cckrnlogidldtdie2fkbl,1,65.5,93.6,2025-04-26T21:21:09.494Z,2025-04-26T21:55:26Z,5682454317,233,612,5682489051,189,,5682454177,56,Left,5682454179,286,,,,,,,,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806660507,612,44,2,57,49,agh9ifb2mw3ivjusgedj7c3fe,0,34.5,6.4,2025-04-26T21:21:09.495Z,2025-04-26T21:55:26Z,5682454245,56,Back,5682454247,285,,5682454341,233,460,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806660505,461,1,2,57,49,3kq9cckrnlogidldtdie2fkbl,0,63,91.7,2025-04-26T21:21:09.845Z,2025-04-26T21:32:21Z,5682454241,212,11.1,5682454237,140,71.4,5682454233,3,,5682454235,56,Left,5682454239,141,100,5682454243,213,0.65,5682488953,189,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806660511,462,5,2,57,49,3kq9cckrnlogidldtdie2fkbl,0,72,101.4,2025-04-26T21:21:10.131Z,2025-04-26T21:38:57Z,5682454259,347,,5682454257,56,Left,5682454537,233,613,,,,,,,,,,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806660561,613,5,2,57,49,agh9ifb2mw3ivjusgedj7c3fe,1,28,-1.4,2025-04-26T21:21:10.131Z,2025-04-26T21:38:57Z,5682454519,56,Back,5682454521,347,,5682454529,233,462,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806660575,614,1,2,57,55,agh9ifb2mw3ivjusgedj7c3fe,1,27.7,0,2025-04-26T21:21:15.726Z,2025-04-26T21:21:17Z,5682454577,107,,5682454581,140,8.2,5682454589,1,,5682454585,212,22.1,5682454579,56,Back,5682454583,141,10.4,5682454587,213,2.76,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806660599,615,1,2,57,56,agh9ifb2mw3ivjusgedj7c3fe,1,6.7,11.1,2025-04-26T21:21:16.990Z,2025-04-26T21:21:19Z,5682454725,213,1.59,5682454723,212,20.1,5682454717,56,Back,5682454721,141,40.7,5682454719,140,6.4,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806660637,616,1,2,57,59,agh9ifb2mw3ivjusgedj7c3fe,1,10.6,45.8,2025-04-26T21:21:19.375Z,2025-04-26T21:21:22Z,5682454927,213,1.31,5682454919,56,Back,5682454921,140,17.6,5682454925,212,28.4,5682454923,141,86.2,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806660669,617,1,2,58,1,agh9ifb2mw3ivjusgedj7c3fe,1,16.5,86.8,2025-04-26T21:21:22.078Z,2025-04-26T21:21:24Z,5682455077,56,Back,5682455085,213,4.29,5682455079,140,10.7,5682455083,212,14.8,5682455081,141,67,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806660717,618,1,2,58,4,agh9ifb2mw3ivjusgedj7c3fe,1,10.6,67.5,2025-04-26T21:21:24.399Z,2025-04-26T21:21:29Z,5682455365,141,85.9,5682455357,56,Back,5682455361,140,12,5682455369,212,12.6,5682455371,213,1.45,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806660723,619,1,2,58,9,agh9ifb2mw3ivjusgedj7c3fe,0,25.7,95.1,2025-04-26T21:21:29.806Z,2025-04-26T21:21:44Z,5682456207,286,,5682456203,233,465,5682455399,213,5.94,5682455391,56,Back,5682456201,236,,5682455393,140,30.2,5682455395,141,92.6,5682455397,212,5,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806660827,465,74,2,58,9,3kq9cckrnlogidldtdie2fkbl,1,66.1,3.9,2025-04-26T21:21:29.807Z,2025-04-26T21:55:19Z,5682455921,285,,5682455919,56,Right,5682456261,233,619,,,,,,,,,,,,,,,,39gif4xfy8xddarasbsad56ok,A. Güler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806660739,463,43,2,58,11,3kq9cckrnlogidldtdie2fkbl,1,0,0,2025-04-26T21:21:31.718Z,2025-04-26T21:21:35Z,5682455725,144,49,,,,,,,,,,,,,,,,,,,,,,atj6u4qul0o2ca57etbmes07o,Raúl Asencio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806660823,464,5,2,58,13,3kq9cckrnlogidldtdie2fkbl,0,59.6,-2,2025-04-26T21:21:33.447Z,2025-04-26T21:38:58Z,5682455911,56,Right,5682455913,347,,5682456143,233,620,,,,,,,,,,,,,,,,atj6u4qul0o2ca57etbmes07o,Raúl Asencio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806660861,620,5,2,58,13,agh9ifb2mw3ivjusgedj7c3fe,1,40.4,102,2025-04-26T21:21:33.447Z,2025-04-26T21:38:58Z,5682456079,56,Back,5682456139,233,464,5682456081,347,,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806660877,621,1,2,58,21,agh9ifb2mw3ivjusgedj7c3fe,1,32.7,100,2025-04-26T21:21:42.175Z,2025-04-26T21:21:44Z,5682456155,107,,5682456165,213,4,5682456163,212,14.9,5682456157,56,Back,5682456161,141,85.3,5682456159,140,23.5,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806660899,622,1,2,58,23,agh9ifb2mw3ivjusgedj7c3fe,1,23.5,85.3,2025-04-26T21:21:43.503Z,2025-04-26T21:21:45Z,5682456289,213,0.93,5682456287,212,8.1,5682456279,56,Back,5682456283,140,28.1,5682456285,141,94.8,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806660905,623,1,2,58,25,agh9ifb2mw3ivjusgedj7c3fe,0,28.1,94.8,2025-04-26T21:21:45.487Z,2025-04-26T21:21:46Z,5682456311,56,Back,5682456319,213,5.14,5682456317,212,5.8,5682456313,140,30.4,5682456315,141,87.1,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806660937,466,49,2,58,27,3kq9cckrnlogidldtdie2fkbl,1,70.5,9.4,2025-04-26T21:21:48.263Z,2025-04-26T21:21:48Z,,,,,,,,,,,,,,,,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806660967,467,1,2,58,28,3kq9cckrnlogidldtdie2fkbl,1,70.5,9.4,2025-04-26T21:21:48.470Z,2025-04-26T21:21:57Z,5682456639,140,69.8,5682456645,213,1.6,5682456643,212,24.8,5682457015,210,15,5682456637,56,Center,5682456641,141,45.8,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
