id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,keyPass,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,teamName
2765785605,529,50,1,44,18,agh9ifb2mw3ivjusgedj7c3fe,1,58.8,15.4,2025-01-15T20:47:26.369Z,2025-01-15T20:47:30Z,5458861475,233,308,5458861407,56,Right,5458861409,286,,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765785615,308,7,1,44,18,ah8dala7suqqkj04n2l8xz4zd,0,41.2,84.6,2025-01-15T20:47:26.370Z,2025-01-15T20:47:28Z,5458861469,233,529,5458861453,285,,5458861451,56,Back,,,,,,,,,,,,,,,,c4je25rkbg2n45xs5iurevhlh,Juanmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765785637,530,49,1,44,20,agh9ifb2mw3ivjusgedj7c3fe,1,60.3,2.6,2025-01-15T20:47:29.026Z,2025-01-15T20:47:29Z,,,,,,,,,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765785659,531,1,1,44,22,agh9ifb2mw3ivjusgedj7c3fe,0,60,2,2025-01-15T20:47:30.214Z,2025-01-15T20:47:31Z,5458861613,212,1.4,5458861611,141,3.4,5458861615,213,0.74,5458861627,233,309,5458861607,56,Right,5458861609,140,61,5458861631,286,,5458861625,236,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765785649,309,74,1,44,22,ah8dala7suqqkj04n2l8xz4zd,1,39.4,96.3,2025-01-15T20:47:30.215Z,2025-01-15T20:47:32Z,5458861567,56,Back,5458861569,285,,5458861653,233,531,,,,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765785663,310,5,1,44,22,ah8dala7suqqkj04n2l8xz4zd,0,41.5,101.6,2025-01-15T20:47:31.079Z,2025-01-15T20:51:40Z,5458861637,56,Back,5458862255,233,532,5458861639,347,,,,,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765785781,532,5,1,44,22,agh9ifb2mw3ivjusgedj7c3fe,1,58.5,-1.6,2025-01-15T20:47:31.079Z,2025-01-15T20:51:39Z,5458862229,347,,5458862239,233,310,5458862227,56,Right,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765785831,533,1,1,44,30,agh9ifb2mw3ivjusgedj7c3fe,1,60.3,0,2025-01-15T20:47:38.530Z,2025-01-15T20:49:28Z,5458862425,212,25.9,5458862429,1,,5458862417,107,,5458862423,141,27.6,5458862421,140,44.2,5458862419,56,Back,5458862427,213,2.28,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765785813,311,83,1,44,31,ah8dala7suqqkj04n2l8xz4zd,0,59,70.1,2025-01-15T20:47:39.231Z,2025-01-15T20:49:30Z,5458868509,399,4ftlhtels58lyzfluwofzwxuy,,,,,,,,,,,,,,,,,,,,,,74z66mnnh5ipu13ihlqtun40k,Vitor Roque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765785851,534,1,1,44,34,agh9ifb2mw3ivjusgedj7c3fe,1,43.2,29.1,2025-01-15T20:47:42.850Z,2025-01-15T20:47:45Z,5458862527,141,54.5,5458862523,56,Back,5458862531,213,2.27,5458862529,212,22.5,5458862525,140,29.5,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765785911,535,1,1,44,37,agh9ifb2mw3ivjusgedj7c3fe,1,27.1,57.6,2025-01-15T20:47:45.473Z,2025-01-15T20:47:50Z,5458862817,212,25.9,5458862813,140,39.2,5458862811,56,Back,5458862819,213,1.06,5458862815,141,90.8,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765785893,312,83,1,44,40,ah8dala7suqqkj04n2l8xz4zd,0,59.4,12.2,2025-01-15T20:47:48.775Z,2025-01-15T20:47:54Z,5458863023,399,6l1y87tlepsvr83d8y2qifeqy,,,,,,,,,,,,,,,,,,,,,,30ed2aojjzmqigq6vkcrzc8pg,Jesús Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765785923,536,1,1,44,42,agh9ifb2mw3ivjusgedj7c3fe,0,38.5,77.3,2025-01-15T20:47:50.481Z,2025-01-15T20:47:51Z,5458862887,212,8.8,5458862881,56,Back,5458862883,140,42.3,5458862885,141,65.8,5458862889,213,5.18,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765785925,313,49,1,44,43,ah8dala7suqqkj04n2l8xz4zd,1,61.7,35.5,2025-01-15T20:47:51.927Z,2025-01-15T20:47:52Z,,,,,,,,,,,,,,,,,,,,,,,,,5o07mnpidavbe0hqoqzwgom50,Sergi Altimira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765785949,314,1,1,44,44,ah8dala7suqqkj04n2l8xz4zd,1,62.1,34.6,2025-01-15T20:47:52.223Z,2025-01-15T20:47:54Z,5458863007,213,5.48,5458862999,56,Center,5458863003,141,22.1,5458863001,140,69.9,5458863005,212,11.8,,,,,,,,,,5o07mnpidavbe0hqoqzwgom50,Sergi Altimira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765785969,315,50,1,44,46,ah8dala7suqqkj04n2l8xz4zd,1,74.6,14.6,2025-01-15T20:47:55.143Z,2025-01-15T20:47:58Z,5458863083,56,Right,5458863201,233,537,5458863085,286,,,,,,,,,,,,,,,,,30ed2aojjzmqigq6vkcrzc8pg,Jesús Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765785979,537,7,1,44,46,agh9ifb2mw3ivjusgedj7c3fe,0,25.4,85.4,2025-01-15T20:47:55.144Z,2025-01-15T20:47:58Z,5458863131,285,,5458863129,56,Back,5458863169,233,315,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765786021,538,1,1,44,48,agh9ifb2mw3ivjusgedj7c3fe,0,23.1,82.3,2025-01-15T20:47:56.834Z,2025-01-15T20:47:58Z,5458863339,56,Back,5458863345,212,17.7,5458863349,1,,5458863347,213,0.02,5458863343,141,82.7,5458863337,157,,5458863341,140,40,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765786017,316,8,1,44,49,ah8dala7suqqkj04n2l8xz4zd,1,62.4,24.8,2025-01-15T20:47:57.671Z,2025-01-15T20:47:57Z,5458863321,56,Center,,,,,,,,,,,,,,,,,,,,,,3ub05nnpt9o7s387z6oj8vf56,J. Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765786069,317,1,1,44,50,ah8dala7suqqkj04n2l8xz4zd,1,64,24.7,2025-01-15T20:47:58.398Z,2025-01-15T20:48:01Z,5458863549,140,70.1,5458863551,141,4.6,5458863553,212,15.1,5458863547,56,Right,5458863555,213,5.15,,,,,,,,,,3ub05nnpt9o7s387z6oj8vf56,J. Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765786081,318,1,1,44,52,ah8dala7suqqkj04n2l8xz4zd,0,70.1,4.3,2025-01-15T20:48:01.007Z,2025-01-15T20:48:01Z,5458863607,212,4.8,5458863603,140,74.7,5458863601,56,Right,5458863605,141,4.4,5458863609,213,0.01,,,,,,,,,,30ed2aojjzmqigq6vkcrzc8pg,Jesús Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765786105,539,61,1,44,54,agh9ifb2mw3ivjusgedj7c3fe,1,27.2,93.8,2025-01-15T20:48:02.763Z,2025-01-15T20:48:02Z,5458863693,56,Back,,,,,,,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765786157,540,4,1,44,59,agh9ifb2mw3ivjusgedj7c3fe,1,29.2,90.2,2025-01-15T20:48:07.459Z,2025-01-15T20:51:41Z,5458864035,285,,5458864121,233,319,5458864029,10,,5458864033,152,,5458864031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765786167,319,4,1,44,59,ah8dala7suqqkj04n2l8xz4zd,0,70.8,9.8,2025-01-15T20:48:07.460Z,2025-01-15T21:19:49Z,5458864197,233,540,5458864085,286,,5458864083,152,,5458864081,56,Right,5458864079,10,,,,,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765786239,541,70,1,45,5,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-01-15T20:48:13.373Z,2025-01-15T20:48:13Z,5458864429,277,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765786499,542,1,1,45,23,agh9ifb2mw3ivjusgedj7c3fe,1,20.9,85,2025-01-15T20:48:31.888Z,2025-01-15T20:48:35Z,5458865655,213,4.05,5458865647,56,Back,5458865651,141,59.6,5458865653,212,21.9,5458865643,5,,5458865649,140,8.1,5458865645,152,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765786529,543,1,1,45,27,agh9ifb2mw3ivjusgedj7c3fe,1,12.3,54.3,2025-01-15T20:48:35.248Z,2025-01-15T20:48:39Z,5458865841,213,1.31,5458865837,141,88.9,5458865839,212,24.4,5458865835,140,18.3,5458865833,56,Back,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Inaki Pena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765786541,544,1,1,45,30,agh9ifb2mw3ivjusgedj7c3fe,1,18.9,94.5,2025-01-15T20:48:39.105Z,2025-01-15T20:48:40Z,5458865901,213,5.95,5458865897,141,83.2,5458865899,212,23.4,5458865895,140,40,5458865893,56,Back,5458865891,155,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765786551,545,1,1,45,32,agh9ifb2mw3ivjusgedj7c3fe,1,40.1,83.2,2025-01-15T20:48:40.352Z,2025-01-15T20:48:41Z,5458865949,213,3.68,5458865945,141,73.8,5458865943,140,29.8,5458865941,56,Back,5458865947,212,12.6,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765786579,546,1,1,45,33,agh9ifb2mw3ivjusgedj7c3fe,1,29.7,73.8,2025-01-15T20:48:41.361Z,2025-01-15T20:48:43Z,5458866065,212,7.3,5458866067,213,0.06,5458866061,140,36.6,5458866063,141,74.4,5458866059,56,Back,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765786595,547,1,1,45,35,agh9ifb2mw3ivjusgedj7c3fe,0,36.6,74.4,2025-01-15T20:48:43.473Z,2025-01-15T20:48:44Z,5458866127,140,57.1,5458866129,141,76.7,5458866133,213,0.07,5458866131,212,21.6,5458866125,56,Center,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765786599,320,49,1,45,36,ah8dala7suqqkj04n2l8xz4zd,1,46.9,13.3,2025-01-15T20:48:44.279Z,2025-01-15T20:48:44Z,,,,,,,,,,,,,,,,,,,,,,,,,evpjdko94awbqbbl5wl9hto7p,Marc Bartra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765786681,321,1,1,45,37,ah8dala7suqqkj04n2l8xz4zd,1,55.3,9.4,2025-01-15T20:48:45.927Z,2025-01-15T20:48:51Z,5458866539,155,,5458866547,212,19.9,5458866549,213,6.07,5458866545,141,3.2,5458866541,56,Right,5458866543,140,73.8,,,,,,,evpjdko94awbqbbl5wl9hto7p,Marc Bartra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765786715,322,1,1,45,42,ah8dala7suqqkj04n2l8xz4zd,1,80.3,6.2,2025-01-15T20:48:50.894Z,2025-01-15T20:48:53Z,5458866731,213,0.56,5458866729,212,18.2,5458866725,140,95,5458866723,56,Right,5458866727,141,20.5,,,,,,,,,,30ed2aojjzmqigq6vkcrzc8pg,Jesús Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765786729,323,1,1,45,45,ah8dala7suqqkj04n2l8xz4zd,1,96.8,23.6,2025-01-15T20:48:53.551Z,2025-01-15T21:25:46Z,5458866809,213,1.65,5458866805,141,41.8,5458866803,140,95.9,5458866801,56,Center,5458988675,154,,5458988671,210,15,5458866807,212,12.4,,,,45s1v9805id09m5zkcylueod1,Isco,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765786731,324,15,1,45,45,ah8dala7suqqkj04n2l8xz4zd,1,96.1,41.8,2025-01-15T20:48:54.178Z,2025-01-15T21:58:51Z,5458988727,78,,5458988749,230,99.7,5458988745,146,97.2,5458988345,60,,5458988743,100,,5458988729,29,,5458988747,147,44,5458988471,20,,74z66mnnh5ipu13ihlqtun40k,Vitor Roque,,5458991293,22,5458988731,154,5458988765,233,5458988741,328,5458988751,231,5458988737,102,49.8,,,,755,46.6,5458866813,56,Center,,5458988475,82,5458988739,103,5458988733,55,323,19,,,,,,,,Real Betis
2765811713,755,10,1,45,46,agh9ifb2mw3ivjusgedj7c3fe,1,2.8,56,2025-01-15T20:48:54.278Z,2025-01-15T21:25:47Z,5458988781,233,324,5458988021,94,,5458988023,56,Back,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765786751,548,12,1,45,47,agh9ifb2mw3ivjusgedj7c3fe,1,3.7,60.5,2025-01-15T20:48:56.032Z,2025-01-15T20:48:58Z,5458866905,213,0.84,5458866897,56,Back,5458866941,167,,5458866903,212,37.6,5458866901,141,100,5458866899,140,27.5,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765786771,325,5,1,45,49,ah8dala7suqqkj04n2l8xz4zd,1,73.8,-1.7,2025-01-15T20:48:58.074Z,2025-01-15T20:51:40Z,5458866985,56,Right,5458867027,233,549,5458866987,347,,,,,,,,,,,,,,,,,74z66mnnh5ipu13ihlqtun40k,Vitor Roque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765786755,549,5,1,45,49,agh9ifb2mw3ivjusgedj7c3fe,0,26.2,101.7,2025-01-15T20:48:58.074Z,2025-01-15T20:51:40Z,5458866923,347,,5458866919,56,Back,5458867055,233,325,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765786773,326,43,1,45,51,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2025-01-15T20:48:59.987Z,2025-01-15T20:49:15Z,5458867001,213,3,5458866997,141,0,5458866995,140,72.6,5458866999,212,3.4,5458866991,107,0,5458867807,144,1,5458866993,56,Right,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765786781,327,43,1,45,51,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2025-01-15T20:49:00.057Z,2025-01-15T20:49:14Z,5458867023,347,0,5458867021,56,Right,5458867731,144,5,,,,,,,,,,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765786827,328,1,1,45,53,ah8dala7suqqkj04n2l8xz4zd,1,71.7,0,2025-01-15T20:49:01.327Z,2025-01-15T20:49:17Z,5458867241,213,0.6,5458867237,141,3.5,5458867913,107,,5458867233,56,Right,5458867239,212,5.9,5458867235,140,76.3,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765786835,329,3,1,45,55,ah8dala7suqqkj04n2l8xz4zd,1,78.2,12.4,2025-01-15T20:49:03.942Z,2025-01-15T21:59:21Z,5458891485,233,589,5458867273,56,Right,5458867275,286,,,,,,,,,,,,,,,,,30ed2aojjzmqigq6vkcrzc8pg,Jesús Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765791871,589,45,1,45,55,agh9ifb2mw3ivjusgedj7c3fe,0,21.8,87.6,2025-01-15T20:49:03.942Z,2025-01-15T21:21:14Z,5458891149,285,,5458891525,233,329,5458891147,56,Back,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765786903,330,1,1,45,59,ah8dala7suqqkj04n2l8xz4zd,1,91.5,18.7,2025-01-15T20:49:07.303Z,2025-01-15T21:59:23Z,5458867569,212,22.4,5458867563,140,92.5,5458867561,56,Center,5458871677,154,,5458871675,210,15,5458867555,2,,5458867567,141,51.6,5458867571,213,1.52,30ed2aojjzmqigq6vkcrzc8pg,Jesús Rodríguez,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765786907,331,15,1,46,1,ah8dala7suqqkj04n2l8xz4zd,1,94.3,49.8,2025-01-15T20:49:09.879Z,2025-01-15T21:59:32Z,5458871723,233,550,5458871167,72,,5458871687,79,,5458871165,160,,5458871689,29,,5458871169,16,,5458867579,56,Center,5458871697,102,50.3,74z66mnnh5ipu13ihlqtun40k,Vitor Roque,,5458871703,328,5458871701,214,5458871709,147,5458871707,146,5458871691,154,5458871693,55,330,,,,49.6,,5458871699,103,20.3,98.6,,,,,,,,,,,,,,,,Real Betis
2765786915,550,10,1,46,1,agh9ifb2mw3ivjusgedj7c3fe,1,2.1,51.3,2025-01-15T20:49:09.979Z,2025-01-15T20:56:56Z,5458871739,233,331,5458892009,181,,5458867619,182,,5458867621,56,Back,5458867615,173,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Inaki Pena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765786923,332,50,1,46,4,ah8dala7suqqkj04n2l8xz4zd,1,93.2,68.8,2025-01-15T20:49:12.311Z,2025-01-15T20:49:15Z,5458867639,56,Center,5458867699,233,551,5458867641,286,,,,,,,,,,,,,,,,,c4je25rkbg2n45xs5iurevhlh,Juanmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765786931,551,7,1,46,4,agh9ifb2mw3ivjusgedj7c3fe,0,6.8,31.2,2025-01-15T20:49:12.312Z,2025-01-15T20:49:14Z,5458867689,233,332,5458867671,56,Back,5458867673,285,,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765786975,552,49,1,46,7,agh9ifb2mw3ivjusgedj7c3fe,1,32.1,8,2025-01-15T20:49:15.985Z,2025-01-15T20:49:16Z,,,,,,,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765787013,553,3,1,46,11,agh9ifb2mw3ivjusgedj7c3fe,0,43,10.2,2025-01-15T20:49:19.600Z,2025-01-15T20:51:43Z,5458868055,286,,5458868053,56,Back,5458868219,233,333,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765787053,333,7,1,46,11,ah8dala7suqqkj04n2l8xz4zd,1,57,89.8,2025-01-15T20:49:19.601Z,2025-01-15T20:51:43Z,5458868209,285,,5458868207,56,Left,5458868215,233,553,,,,,,,,,,,,,,,,5o07mnpidavbe0hqoqzwgom50,Sergi Altimira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765787055,334,49,1,46,14,ah8dala7suqqkj04n2l8xz4zd,1,61.2,87.9,2025-01-15T20:49:22.567Z,2025-01-15T20:49:22Z,,,,,,,,,,,,,,,,,,,,,,,,,45s1v9805id09m5zkcylueod1,Isco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765787063,335,1,1,46,14,ah8dala7suqqkj04n2l8xz4zd,1,59.9,87.9,2025-01-15T20:49:22.751Z,2025-01-15T20:49:23Z,5458868257,212,11.5,5458868255,141,73.4,5458868259,213,5.26,5458868253,140,65.6,5458868251,56,Center,,,,,,,,,,45s1v9805id09m5zkcylueod1,Isco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765787099,336,1,1,46,15,ah8dala7suqqkj04n2l8xz4zd,1,65.6,73.4,2025-01-15T20:49:23.559Z,2025-01-15T20:49:28Z,5458868389,213,1.7,5458868385,141,90.9,5458868381,56,Left,5458868383,140,64.1,5458868387,212,12,,,,,,,,,,c4je25rkbg2n45xs5iurevhlh,Juanmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765787105,337,4,1,46,19,ah8dala7suqqkj04n2l8xz4zd,1,67.2,94.2,2025-01-15T20:49:27.551Z,2025-01-15T20:49:32Z,5458868451,233,554,5458868439,265,,5458868435,56,Left,5458868433,13,,5458868441,286,,5458868437,152,,,,,,,,45s1v9805id09m5zkcylueod1,Isco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765787095,554,4,1,46,19,agh9ifb2mw3ivjusgedj7c3fe,0,32.8,5.8,2025-01-15T20:49:27.552Z,2025-01-15T20:49:33Z,5458868401,13,,5458868403,56,Back,5458868479,233,337,5458868409,285,,5458868405,152,,5458868407,265,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765787601,338,1,1,47,0,ah8dala7suqqkj04n2l8xz4zd,1,62.6,92.7,2025-01-15T20:50:08.343Z,2025-01-15T20:50:11Z,5458870627,56,Center,5458870625,152,,5458870629,140,60.8,5458870633,212,12.9,5458870631,141,74,5458870635,213,4.56,5458870623,5,,,,,45s1v9805id09m5zkcylueod1,Isco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765787633,339,2,1,47,3,ah8dala7suqqkj04n2l8xz4zd,1,67.5,77.4,2025-01-15T20:50:11.406Z,2025-01-15T20:50:30Z,5458870773,140,91.8,5458871553,56,Center,5458871551,7,evpjdko94awbqbbl5wl9hto7p,5458870775,141,69.5,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765787695,557,55,1,47,3,agh9ifb2mw3ivjusgedj7c3fe,1,21.6,39.3,2025-01-15T20:50:11.407Z,2025-01-15T20:56:22Z,,,,,,,,,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765787639,340,43,1,47,6,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2025-01-15T20:50:14.766Z,2025-01-15T20:50:23Z,5458871253,144,61,5458870793,56,Center,,,,,,,,,,,,,,,,,,,evpjdko94awbqbbl5wl9hto7p,Marc Bartra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765787659,555,43,1,47,8,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-01-15T20:50:17.080Z,2025-01-15T20:50:23Z,5458870901,56,Back,5458871199,144,61,,,,,,,,,,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765787667,556,43,1,47,10,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-01-15T20:50:18.256Z,2025-01-15T20:50:22Z,5458871139,144,49,,,,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765787921,558,1,1,47,41,agh9ifb2mw3ivjusgedj7c3fe,1,15,26.2,2025-01-15T20:50:49.631Z,2025-01-15T20:50:51Z,5458872319,140,10.5,5458872307,5,,5458872313,241,,5458872321,141,48.5,5458872323,212,15.9,5458872325,213,1.87,5458872317,56,Back,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
