id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/value,teamName
2795147757,560,5,2,55,40,agh9ifb2mw3ivjusgedj7c3fe,1,74,101.4,2025-04-02T20:49:34.006Z,2025-04-02T21:28:48Z,5619137177,233,423,5619137173,56,Left,5619137175,347,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795147761,561,1,2,55,49,agh9ifb2mw3ivjusgedj7c3fe,1,74,100,2025-04-02T20:49:43.142Z,2025-04-02T20:50:39Z,5619137205,141,94.2,5619137201,140,70.1,5619137461,189,,5619137211,213,4.05,5619137197,56,Left,5619137209,212,6.6,5619137193,107,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795147787,562,1,2,55,52,agh9ifb2mw3ivjusgedj7c3fe,1,69.1,93.8,2025-04-02T20:49:46.086Z,2025-04-02T20:49:48Z,5619137311,56,Left,5619137315,141,93.5,5619137317,212,12.8,5619137319,213,3.16,5619137313,140,56.9,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795147809,563,1,2,55,54,agh9ifb2mw3ivjusgedj7c3fe,1,56.8,93,2025-04-02T20:49:48.039Z,2025-04-02T20:49:50Z,5619137447,56,Back,5619137451,141,46,5619137455,213,4.31,5619137449,140,43.9,5619137457,1,,5619137453,212,34.7,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795147835,564,1,2,55,58,agh9ifb2mw3ivjusgedj7c3fe,1,43.9,46,2025-04-02T20:49:51.430Z,2025-04-02T20:49:55Z,5619137595,212,23.2,5619137589,56,Right,5619137591,140,58.7,5619137593,141,20.7,5619137597,213,5.45,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795147863,565,1,2,56,2,agh9ifb2mw3ivjusgedj7c3fe,1,60.8,24.9,2025-04-02T20:49:55.223Z,2025-04-02T20:49:59Z,5619137735,140,87.4,5619137743,1,,5619137731,155,,5619137733,56,Center,5619137739,212,32.2,5619137741,213,0.52,5619137737,141,48.5,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795147869,566,61,2,56,6,agh9ifb2mw3ivjusgedj7c3fe,0,88.9,50.3,2025-04-02T20:49:59.831Z,2025-04-02T20:56:43Z,5619137753,56,Center,,,,,,,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795147871,425,52,2,56,7,4ku8o6uf87yd8iecdalipo6wd,1,7.7,52.4,2025-04-02T20:50:00.363Z,2025-04-02T20:50:00Z,,,,,,,,,,,,,,,,,,,,,,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795147913,426,1,2,56,12,4ku8o6uf87yd8iecdalipo6wd,1,11.5,50.1,2025-04-02T20:50:05.737Z,2025-04-02T20:50:07Z,5619137929,141,75.9,5619137923,56,Back,5619137935,213,0.92,5619137925,140,24.3,5619137933,212,22.1,5619137945,189,,5619137921,123,,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795147937,427,1,2,56,16,4ku8o6uf87yd8iecdalipo6wd,1,30.8,81.3,2025-04-02T20:50:09.337Z,2025-04-02T20:50:15Z,5619138015,140,38.5,5619138019,212,8.7,5619138013,56,Back,5619138017,141,76.5,5619138021,213,5.9,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795147947,428,1,2,56,21,4ku8o6uf87yd8iecdalipo6wd,1,35.5,71.6,2025-04-02T20:50:15.147Z,2025-04-02T20:50:18Z,5619138085,213,4.82,5619138079,140,39.9,5619138073,155,,5619138081,141,11,5619138077,56,Back,5619138083,212,41.5,5619138075,196,,5619138087,1,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795147971,429,1,2,56,24,4ku8o6uf87yd8iecdalipo6wd,1,39.9,11,2025-04-02T20:50:17.913Z,2025-04-02T20:50:21Z,5619138197,212,19.2,5619138191,56,Back,5619138193,140,23.9,5619138199,213,2.63,5619138195,141,24.8,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795147981,430,1,2,56,28,4ku8o6uf87yd8iecdalipo6wd,1,23.4,26,2025-04-02T20:50:21.465Z,2025-04-02T20:50:23Z,5619138291,141,50.9,5619138287,56,Back,5619138289,140,8.7,5619138295,213,2.31,5619138293,212,22.9,,,,,,,,,,6xulax65kp4aid70nk7g5jr2t,Robin Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795147989,431,1,2,56,30,4ku8o6uf87yd8iecdalipo6wd,1,8.7,50.9,2025-04-02T20:50:23.738Z,2025-04-02T20:50:29Z,5619138351,140,16.3,5619138349,56,Back,5619138355,212,12.1,5619138357,213,0.85,5619138353,141,64.2,,,,,,,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148003,432,1,2,56,35,4ku8o6uf87yd8iecdalipo6wd,1,25.1,70.2,2025-04-02T20:50:28.858Z,2025-04-02T20:50:34Z,5619138421,155,,5619138425,140,66.9,5619138433,1,,5619138427,141,95,5619138431,213,0.37,5619138423,56,Left,5619138429,212,47,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148005,433,61,2,56,39,4ku8o6uf87yd8iecdalipo6wd,0,67.1,95,2025-04-02T20:50:32.866Z,2025-04-02T20:51:01Z,5619138437,56,Left,,,,,,,,,,,,,,,,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148007,434,5,2,56,40,4ku8o6uf87yd8iecdalipo6wd,0,73.4,101.2,2025-04-02T20:50:33.544Z,2025-04-02T21:28:50Z,5619138439,56,Left,5619138649,233,567,5619138441,347,,,,,,,,,,,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148037,567,5,2,56,40,agh9ifb2mw3ivjusgedj7c3fe,1,26.6,-1.2,2025-04-02T20:50:33.544Z,2025-04-02T21:28:49Z,5619138599,347,,5619138641,233,434,5619138597,56,Back,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795148153,435,18,2,57,10,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2025-04-02T20:51:03.643Z,2025-04-02T20:52:56Z,5619139321,55,436,5619139241,42,,5619139245,59,24,5619139243,44,Defender,,,,,,,,,,,,,6xulax65kp4aid70nk7g5jr2t,Robin Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148163,436,19,2,57,10,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2025-04-02T20:51:03.644Z,2025-04-02T20:52:56Z,5619139291,292,3,5619139287,145,6,5619139289,59,16,5619139283,42,,5619139295,44,Defender,5619139297,55,435,5619139293,293,2,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795149093,452,40,2,57,11,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2025-04-02T20:51:05.150Z,2025-04-02T20:57:28Z,5619144273,194,548jzfl9higq44w9bgqvcjh05,5619144263,30,"7drgir9lcwfst8vxz07jboe6t, ieu0x9fy8hpqyztdjg8bgpnt, 40gxfsz7bgrkdudqewlpxzyzt, 3gsprcdyogabeb8lr2y0bmytx, 548jzfl9higq44w9bgqvcjh05, amxunh6enoc99r07cp7qt621h, 716n1970vi9rvw5b4w9qmjfth, 9e7ybe0nsu3byq2tteey3zuy2, 6akzpi6rd6qq0ke07ojnhpoet, 9ikkuxd19avliz1khcrm82gyy, 3ga7qj3h3dbmqucxmaxhmrjdh, 2yt9oajv9dkbju8tgy1g2nmqd, 59234as8h70fejyfm7492np3p, c83h08n0vnjvfgglyefy03h0p, b9kfek16otvdorssn0wzkb36d, bqmhsb2bsuuuijw2ci39l01k9, ejcyvgclry4g5pc2rtptifphx, 7yngrviue4iji7w0f9ql07j6x",5619144269,130,10,5619144265,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",5619144271,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5619144267,59,"1, 16, 21, 15, 2, 14, 7, 8, 9, 19, 5, 13, 20, 4, 6, 17, 11, 12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148239,568,18,2,57,20,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-04-02T20:51:13.808Z,2025-04-02T20:53:09Z,5619139741,55,569,5619139699,44,Defender,5619139701,59,2,5619139697,42,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795148245,569,19,2,57,20,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-04-02T20:51:13.809Z,2025-04-02T21:40:51Z,5619139727,42,,5619139731,145,5,5619207079,292,5,5619139735,44,Midfielder,5619139737,55,568,5619142919,293,3,5619139733,59,24,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795148333,570,18,2,57,40,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-04-02T20:51:33.310Z,2025-04-02T20:53:33Z,5619140209,44,Midfielder,5619140207,42,,5619140211,59,16,5619140253,55,571,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795148339,571,19,2,57,40,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-04-02T20:51:33.311Z,2025-04-02T21:40:48Z,5619207029,292,4,5619140243,44,Defender,5619140241,59,4,5619140239,145,10,5619140233,42,,5619140245,55,570,5619143635,293,5,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795148425,572,1,2,58,2,agh9ifb2mw3ivjusgedj7c3fe,1,26.5,0,2025-04-02T20:51:55.798Z,2025-04-02T20:51:57Z,5619140673,140,29.1,5619140679,213,1.34,5619140669,107,,5619140677,212,11.7,5619140675,141,15.2,5619140671,56,Back,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795148435,573,1,2,58,4,agh9ifb2mw3ivjusgedj7c3fe,0,29.1,15.2,2025-04-02T20:51:57.542Z,2025-04-02T20:51:59Z,5619140737,213,0.43,5619140739,1,,5619140733,141,27.4,5619140727,157,,5619140731,140,46.5,5619140735,212,20.1,5619140729,56,Back,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795148485,437,1,2,58,7,4ku8o6uf87yd8iecdalipo6wd,1,60.5,73.2,2025-04-02T20:52:00.505Z,2025-04-02T20:52:06Z,5619140967,141,56.9,5619140969,212,13,5619140963,56,Center,5619140961,3,,5619140971,213,5.26,5619140965,140,67,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148487,438,49,2,58,13,4ku8o6uf87yd8iecdalipo6wd,1,56.1,31.1,2025-04-02T20:52:06.297Z,2025-04-02T20:52:06Z,,,,,,,,,,,,,,,,,,,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148513,439,1,2,58,13,4ku8o6uf87yd8iecdalipo6wd,1,58.1,22.9,2025-04-02T20:52:06.844Z,2025-04-02T20:52:10Z,5619141115,212,17.9,5619141111,140,69.6,5619141113,141,3.5,5619141109,56,Right,5619141117,213,5.45,,,,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148527,440,1,2,58,17,4ku8o6uf87yd8iecdalipo6wd,1,67,4.6,2025-04-02T20:52:10.170Z,2025-04-02T20:52:11Z,5619141193,56,Right,5619141199,212,1.9,5619141197,141,5.9,5619141201,213,2.66,5619141195,140,65.4,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148537,441,1,2,58,18,4ku8o6uf87yd8iecdalipo6wd,0,65.5,7,2025-04-02T20:52:11.385Z,2025-04-02T20:52:11Z,5619141243,212,1.5,5619141237,56,Right,5619141247,213,0.31,5619141239,140,66.9,5619141241,141,7.7,,,,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148533,574,61,2,58,18,agh9ifb2mw3ivjusgedj7c3fe,1,36.3,92.6,2025-04-02T20:52:11.475Z,2025-04-02T20:52:11Z,5619141223,56,Back,,,,,,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795148545,442,1,2,58,19,4ku8o6uf87yd8iecdalipo6wd,1,72.4,19.7,2025-04-02T20:52:12.505Z,2025-04-02T20:52:14Z,5619141291,140,78.3,5619141287,3,,5619141289,56,Right,5619141295,212,12,5619141297,213,5.26,5619141293,141,4.6,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148555,443,1,2,58,20,4ku8o6uf87yd8iecdalipo6wd,0,79.5,6.8,2025-04-02T20:52:14.106Z,2025-04-02T20:52:15Z,5619141343,141,11.8,5619141347,213,0.89,5619141345,212,4.4,5619141359,286,,5619141339,56,Right,5619141355,233,575,5619141335,2,,5619141337,155,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,5619141353,236,,5619141341,140,82.1,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148551,575,12,2,58,21,agh9ifb2mw3ivjusgedj7c3fe,1,19.4,88.4,2025-04-02T20:52:14.206Z,2025-04-02T20:52:15Z,5619141329,56,Back,5619141363,233,443,5619141327,185,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795148567,444,5,2,58,22,4ku8o6uf87yd8iecdalipo6wd,1,82.2,-1.3,2025-04-02T20:52:15.669Z,2025-04-02T21:28:50Z,5619141399,56,Right,5619141401,347,,5619141417,233,576,,,,,,,,,,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148561,576,5,2,58,22,agh9ifb2mw3ivjusgedj7c3fe,0,17.8,101.3,2025-04-02T20:52:15.669Z,2025-04-02T21:28:51Z,5619141383,347,,5619141381,56,Back,5619141425,233,444,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795148573,445,1,2,58,23,4ku8o6uf87yd8iecdalipo6wd,1,81.7,0,2025-04-02T20:52:16.457Z,2025-04-02T20:52:18Z,5619141475,212,16.9,5619141471,140,93.8,5619141473,141,15.7,5619141469,56,Right,5619141477,213,0.72,5619141467,107,,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148583,446,1,2,58,25,4ku8o6uf87yd8iecdalipo6wd,1,94,14.3,2025-04-02T20:52:18.730Z,2025-04-02T20:52:20Z,5619141533,141,4.1,5619141537,213,4.19,5619141535,212,8,5619141529,56,Right,5619141531,140,90.2,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148585,447,1,2,58,26,4ku8o6uf87yd8iecdalipo6wd,1,90.1,4,2025-04-02T20:52:19.265Z,2025-04-02T20:55:46Z,5619141551,56,Right,5619141547,2,,5619141549,155,,5619141555,141,12.5,5619141557,212,6.7,5619141559,213,2.11,5619141553,140,86.8,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148587,448,61,2,58,26,4ku8o6uf87yd8iecdalipo6wd,1,86.8,12.5,2025-04-02T20:52:19.738Z,2025-04-02T20:55:55Z,5619141567,56,Right,,,,,,,,,,,,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148589,577,1,2,58,26,agh9ifb2mw3ivjusgedj7c3fe,1,14.7,92.6,2025-04-02T20:52:19.805Z,2025-04-02T20:55:20Z,5619141577,141,96.5,5619141581,213,0.18,5619141571,56,Back,5619141579,212,15,5619141575,140,28.8,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795148593,578,49,2,58,28,agh9ifb2mw3ivjusgedj7c3fe,1,28.8,96.5,2025-04-02T20:52:22.038Z,2025-04-02T20:52:22Z,,,,,,,,,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795148605,579,1,2,58,29,agh9ifb2mw3ivjusgedj7c3fe,1,28.8,96.5,2025-04-02T20:52:22.358Z,2025-04-02T20:52:25Z,5619141663,212,12.6,5619141665,213,5.04,5619141659,140,32.6,5619141657,56,Back,5619141661,141,79,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795148607,580,4,2,58,32,agh9ifb2mw3ivjusgedj7c3fe,1,29.8,72.4,2025-04-02T20:52:25.702Z,2025-04-02T21:28:39Z,5619141737,13,,5619141773,233,449,5619141745,285,,5619141739,56,Back,5619141741,152,,5619141743,265,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795148615,449,4,2,58,32,4ku8o6uf87yd8iecdalipo6wd,0,70.2,27.6,2025-04-02T20:52:25.703Z,2025-04-02T21:28:39Z,5619141759,56,Center,5619142417,55,450,5619141763,265,,5619141777,233,580,5619141757,13,,5619141765,286,,5619141761,152,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148623,450,17,2,58,35,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2025-04-02T20:52:28.537Z,2025-04-02T21:33:52Z,5619142401,393,,5619142399,31,,5619142405,55,449,5619142403,13,243,,,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148867,451,27,2,59,22,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2025-04-02T20:53:15.415Z,2025-04-02T20:53:18Z,5619143189,233,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795148873,581,27,2,59,22,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-04-02T20:53:15.415Z,2025-04-02T20:53:18Z,5619143171,41,Injury,5619143173,53,4ggz7e009bq3yltc9o6mifbah,5619143193,233,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795149109,453,28,2,60,11,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2025-04-02T20:54:04.762Z,2025-04-02T20:54:05Z,5619144339,55,451,5619144359,233,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795149113,582,28,2,60,11,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-04-02T20:54:04.762Z,2025-04-02T20:54:06Z,5619144355,55,581,5619144363,233,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795149147,583,1,2,60,20,agh9ifb2mw3ivjusgedj7c3fe,1,37.6,75,2025-04-02T20:54:13.743Z,2025-04-02T20:54:15Z,5619144573,152,,5619144579,141,60.5,5619144581,212,13.4,5619144577,140,46.3,5619144575,56,Back,5619144583,213,5.46,5619144571,5,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795149149,584,1,2,60,21,agh9ifb2mw3ivjusgedj7c3fe,1,45.5,65.1,2025-04-02T20:54:15.093Z,2025-04-02T20:54:15Z,5619144591,141,70.2,5619144587,56,Back,5619144589,140,47.7,5619144595,213,0.98,5619144593,212,4.2,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795149157,585,1,2,60,22,agh9ifb2mw3ivjusgedj7c3fe,1,47.7,70.2,2025-04-02T20:54:15.621Z,2025-04-02T20:54:17Z,5619144655,213,5.42,5619144653,212,12.1,5619144649,140,55.2,5619144651,141,56.7,5619144647,56,Center,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795149163,586,1,2,60,23,agh9ifb2mw3ivjusgedj7c3fe,1,54.6,57.8,2025-04-02T20:54:17.109Z,2025-04-02T20:54:18Z,5619144681,140,44,5619144679,56,Back,5619144685,212,11.2,5619144687,213,3.06,5619144683,141,59.1,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795149173,454,83,2,60,24,4ku8o6uf87yd8iecdalipo6wd,0,48.2,53.1,2025-04-02T20:54:17.857Z,2025-04-02T20:55:04Z,5619145999,399,4ftlhtels58lyzfluwofzwxuy,,,,,,,,,,,,,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795149171,587,1,2,60,24,agh9ifb2mw3ivjusgedj7c3fe,0,44,59.1,2025-04-02T20:54:17.957Z,2025-04-02T20:54:18Z,5619144717,140,57.9,5619144721,212,15.4,5619144715,56,Center,5619144723,213,5.96,5619144719,141,51.9,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795149183,455,49,2,60,27,4ku8o6uf87yd8iecdalipo6wd,1,37.5,56.3,2025-04-02T20:54:20.169Z,2025-04-02T20:54:20Z,,,,,,,,,,,,,,,,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795149213,456,1,2,60,28,4ku8o6uf87yd8iecdalipo6wd,1,29.9,65.7,2025-04-02T20:54:21.849Z,2025-04-02T20:54:26Z,5619144931,56,Back,5619144937,212,23.4,5619144935,141,51.2,5619144939,213,3.58,5619144933,140,9.7,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795149223,457,1,2,60,32,4ku8o6uf87yd8iecdalipo6wd,0,8.8,38.6,2025-04-02T20:54:26.107Z,2025-04-02T20:54:34Z,5619144989,141,4.9,5619144995,1,,5619144991,212,32.7,5619144987,140,31,5619144985,56,Back,5619144993,213,5.51,5619145101,155,,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795149221,588,44,2,60,35,agh9ifb2mw3ivjusgedj7c3fe,1,67.3,94.6,2025-04-02T20:54:28.470Z,2025-04-02T21:40:00Z,5619144981,286,,5619145045,233,458,5619144979,56,Left,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795149227,458,44,2,60,35,4ku8o6uf87yd8iecdalipo6wd,0,32.7,5.4,2025-04-02T20:54:28.471Z,2025-04-02T21:40:00Z,5619145019,56,Back,5619145021,285,,5619145049,233,588,,,,,,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795149229,589,1,2,60,35,agh9ifb2mw3ivjusgedj7c3fe,0,64.6,93.9,2025-04-02T20:54:29.045Z,2025-04-02T20:54:30Z,5619145027,140,74.7,5619145031,212,11.8,5619145029,141,100,5619145023,3,,5619145025,56,Left,5619145033,213,0.45,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795149239,459,5,2,60,37,4ku8o6uf87yd8iecdalipo6wd,1,26.6,-1.4,2025-04-02T20:54:30.619Z,2025-04-02T21:28:52Z,5619145105,233,590,5619145099,347,,5619145097,56,Back,,,,,,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
